company_name_1,company_name_2,person_name,position
遠大產業控股,连云港市蔬菜冷藏加工厂,"连云港市农业开发公司,连云港兴农农业有限公司,金波,蒋华富,史迎春,白新华,吴价宝,谢会生,许祥舜,于滟,张勉,张双根","董事长,副董事长,副董事长,董事,董事,董事,董事,董事,董事,董事"
北京首鋼,首钢集团有限公司,"赵民革,梁捷,金洪利,张福杰,朱启建,邹立宾,张清暖","董事长,副董事长,经理,董事,董事,董事,董事,董事,监事会主席,监事,监事"
國電電力發展,刘国跃,"高嵩,冯树臣,高德步,刘焱,李秀华,栾宝兴,吕跃刚,吕志韧,肖创英,郭万宇,孙劲飚,董卫东,翁文骁,赵传山,王闳田,白洪亮,白洪亮,伍权,刘毅","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
美團點評,美團點評,None,None
華潤電力控股,付文靖,,首席代表
廈門信達,廈門信達,None,None
國美零售控股,國美零售控股,None,None
浙商中拓,浙商中拓集团股份有限公司,"汪伟锋,朱文,孙彦红","执行董事,监事,经理"
白銀有色,中信国安集团有限公司,"瑞源(上海)股权投资基金合伙企业(有限合伙),甘肃省新业资产经营有限责任公司,中国信达资产管理股份有限公司,中国中信集团有限公司,全国社会保障基金理事会,中国东方资产管理公司,中国华融资产管理股份有限公司,王普公,王彬,夏桂兰,柏薇,陈景善,崔少华,杜军,马晓平,王萌,王樯忠,杨海峰,朱双潮,张得秀,陈贤瑜,王爱勤,王栋,赵速,周岩,黄旭东","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,董事"
中國重汽,蔡东,"刘正涛,郭磊,李霞,万春玲,贾胜欣,季建国,赵月,李建祖,刘晓东,石小锐","董事长,董事兼总经理,董事,董事,董事,监事长,职工监事,监事"
新奧能源控股,新奧能源控股,None,None
萬華化學,万华化学集团股份有限公司,"福建石油化工集团有限责任公司,寇光武,陈华泽,************峰,华卫琦,聂存良,陈斌,卿宇,王军凯,周永金,朱健","董事长,董事,董事,董事,经理,董事,监事,监事,监事,监事,监事"
綠城中國控股,綠城中國控股,None,None
恆力石化,恒力石化股份有限公司,"倪海华,徐寅飞,陈新华","执行董事,监事,经理"
中化國際,杨华,"刘红生,程晓曦,徐经长,徐永前,杨林,俞大海（YU DAHAI）,张宝红,周民,庄严,瞿建波,戴峻,杨乐,王景华,霍建勋,封黎明,官绍华,王文兴,滕波","董事长,总经理,董事,董事,董事,董事,董事,董事,监事,监事,监事"
中國石油,国务院国有资产监督管理委员会,"戴厚良,章建华,黄龙,刘国胜,李毓华,王久玲,汪世宏,章建华,杜渊泉,仇凯","董事长,总经理,董事,董事,董事,董事,董事,董事,监事会主席,监事"
中石化石油工程技術服務,陈锡坤,"袁建强,陈卫东,董秀成,姜波,潘颖,樊中海,路保平,魏然,马祥","董事长,总经理,董事,独立董事,独立董事,独立董事,独立董事,董事,董事,董事,监事会主席"
玖龍紙業,玖龙环球(中国)投资集团有限公司,"张茵,王居才,刘晋嵩,刘名中,张成飞,陈莉","董事长,总经理,董事,董事,董事,监事"
溫氏食品,广东温氏食品集团股份有限公司工会委员会,"温鹏程,严居然,梁焕珍,温均生,温小琼,温志芬,黎沃灿,严居能,黄伯昌,温志芬,严居然,曹仰锋,陈舒,万良勇,印遇龙,黄松德,黎少松,温均生,温鹏程,吴珍芳,吴珍芳,叶水凤,梁志勇","职工监事,董事长,副董事长,独立董事,独立董事,独立董事,独立董事,董事,董事,董事,董事"
陝西煤業,陕西省人民政府国有资产监督管理委员会,"杨照乾,严广劳,安继栓,高仰才,秦岭,宋老虎,王双明,王引尚,王忠义,姚富强","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事"
北京控股,田振清,"白金荣,孙乐新,高鹏,雷振刚,刘凯,殷捷,张虹海,周思","董事长,副董事长,副董事长,董事,董事,董事,董事,董事,董事"
深圳市愛施德,黄文辉,"周友盟,邓鹏,黄绍武,吕廷杰,喻子达,张蕊,李菡,李琴,朱维佳,黄健,王轶,王斌,胡培,兰方玲,王绪刚,李振,杨治,王斌,杨治","董事长,副董事长,总经理,董事,董事,董事,董事,董事,监事,监事,监事"
新余鋼鐵,江西省省属国有企业资产经营(控股)有限公司,"刘建荣,夏文勇,管财堂,赖华新,刘传伟,饶昌平,王明招,李文华,曾庆池,李雪红,向学庆,练红,周舟,邱海根,王雪峰,熊上东,杨晓,章觉,黄晓宇,崔来义","董事长,总经理,董事,董事,董事,董事,董事,监事会主席,监事,监事"
浙江浙能電力,虞国平,"程金华,崔丽丽,方志星,韩洪灵,何大安,孙玮恒,章勤,赵明川,陈立新,程光坤,吕力行,刘道远","董事长,董事,董事,董事,董事,董事,董事,董事,董事,监事"
五礦發展,中国五矿集团有限公司,"朱海涛,魏涛,陈全生,王秀丽,张守文,康承业,唐小金,闫立军,安力木,何小丽","董事长,总经理,董事,独立董事,独立董事,独立董事,董事,董事,监事会主席,监事,监事"
陽光城,福建阳光房地产开发有限公司,"徐国宏,潘龙淼,饶俊,沈敬桃","董事长兼总经理,董事,董事,监事"
榮盛房地產發展,荣盛控股股份有限公司,"荣盛建设工程有限公司,耿建明,王鸿飞,邹家立,耿建富,曹西峰,谢金永,赵亚新,刘山,耿建明,程玉民,黄育华,景中华,李爱红,刘山,秦德生,王力,庄青峰,彭国红,蔡林,卢春义,孙时伟,臧军强,黄志强,万财宏,任宇,陈亮,刘金山,周刚","董事长,董事,董事,董事,董事,董事,董事,董事,董事,监事"
寧波均勝電子,王剑峰,"王剑峰,朱雪松,陈伟,范金洪,刘玉达,魏云珠,喻凯,赵大东,朱天","董事长,总经理,副董事长,董事,董事,董事,董事,董事,董事,董事"
雅居樂,陈卓雄,"曾标志,黄奉潮,陆倩芳,许文均,曾标志,纪皓文,纪皓文","董事长,总经理,董事,董事,监事"
卓爾智聯,阎志,"齐志平,李斌,夏里峰,余伟,曹天斌","董事长,董事兼总经理,董事,董事,董事,监事"
山東鋼鐵,山东国惠投资有限公司,"山东省财欣资产运营有限公司,侯军,陶登奎,陈向阳,高景言,梁阜,刘德华,卢彤书,苏斌,王宏伟,徐有芳","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
三一重工,梁稳根,"向文波,冯宝珊,蒋民生,许定波,黄建龙,梁在中,唐修国,易小刚,翟宪,胡奇,陈家元,张克军,欧鑫林,梁林河,周福贵,莫传弘,王志新,沈华根,沈华根","董事长,副董事长,总经理,独立董事,独立董事,独立董事,董事,董事,董事,董事,监事会主席"
北京銀行,腾业控股集团有限公司,"银杏华清投资基金管理(北京)有限公司,深圳市馨茗投资有限责任公司,镇江万胜创业投资基金(普通合伙),北京沐仁投资管理有限公司,化唯强,钱志祥,北京正禾谷科技发展有限公司,北京启沃博观投资管理合伙企业(有限合伙),北京清控银杏医疗投资管理中心(有限合伙)",
中國永達汽車服務控股,中國永達汽車服務控股,None,None
山東黃金礦業,山东黄金集团有限公司,"山东莱州黄金集团有限公司,山东金洲矿业集团有限公司,李国红,王树海,刘钦,刘怀镜,汤琦,王立君,汪晓玲,王运敏,赵峰,李小平,牛博,张炳旭,王德煜,何吉平,蒋万飞,杜树浩","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,监事长"
新城發展控股,新城發展控股,None,None
淮北礦業控股,孙方,"葛春贵,陈金华,黄国良,刘志迎,李智,裴仁彦,邱丹,周四新,许建清","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事会主席"
中航國際控股,中国航空技术国际控股有限公司,"中国航空技术深圳有限公司,傅方兴,汪名川","执行董事,总经理,监事"
中國燃氣控股,钱颂忠,,首席代表
雲南雲天化,段文瀚,"崔周全,OFER LIFSHITZ,郭鹏飞,何涛,李红斌,莫秋实,沈和平,时雪松,王楠,翟树新,马航,胡明源,张宗凡,李天华,师永林,马庆福,刘和兴","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,董事"
偉仕佳傑控股,偉仕佳傑控股,None,None
中國核工業建設,国务院国有资产监督管理委员会,"王寿君,高金柱,顾军,刘新权,向永忠,徐立鹏,张冀湘,赵华林,白英,陈维薇","董事长,董事,经理,董事,董事,董事,董事,董事,监事会主席,监事,监事"
中國長江電力,华能国际电力股份有限公司,"中国核工业集团公司,长江勘测规划设计研究院,中国葛洲坝水利水电工程集团有限公司,中国石油天然气集团公司,雷鸣山,张星燎,马振波,吕振勇,文秉友,燕桦,张必贻,张崇久,何红心,苏劲松,薛福文","董事长,总经理,副董事长,独立董事,独立董事,独立董事,独立董事,独立董事,董事,董事"
中國廣核電力,中国广核集团有限公司,"广东恒健投资控股有限公司,中国核工业集团有限公司,杨长利,高立刚,邓志祥,顾健,蒋达进,李馥友,李明亮,施兵,夏策明,杨家义","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,董事"
金地,深圳市金地物业管理有限公司,"曾恒利,肖志勇,闫智广","执行董事,监事,经理"
本鋼板材,本溪钢铁(集团)有限责任公司,"高烈,韩梅,蒋光炜,林东,王东晖,袁知柱,张肃珣,钟田丽,程斌,李琳","董事长,董事,董事,经理,董事,董事,董事,董事,董事,监事会主席,监事"
安徽江淮汽車,安徽省人民政府国有资产监督管理委员会,"大众汽车(中国)投资有限公司,项兴初,单永英,邵剑,唐自玉,王鹏飞,张岚,崔东豪,董亚庆","董事长兼总经理,董事,董事,董事,董事,董事,董事,董事,监事,监事"
杭州海康威視數位技術,杭州海康威視數位技術,None,None
東華能源,太仓东华能源燃气有限公司,"东华能源股份有限公司,南京东华能源燃气有限公司,宁波梅山保税港区东华硅谷股权投资合伙企业(有限合伙),严维山,高建新,钱晓健,王竹,史锁敖","经理,董事长,董事,董事,监事,经理"
上海百聯,叶永明,"程大利,陈信康,董小春,高旭军,龚平,徐子瑛,张申羽,朱健敏,李峰,鞠铭,曹海伦,曹海伦,陆树江,沈明春,谢振华,沈筱洪,江之琳,邵惠民,薛坚","董事长,董事,董事,董事,董事,董事,董事,董事,董事,监事"
紫光,上海机电股份有限公司,"房庆辉,沈雪文,徐国华","总经理,执行董事,监事"
深圳華僑城,深圳华侨城股份有限公司,"张立勇,倪明涛,郝刚,张立勇,王博,MUNHEEPARK,彭桦,罗伟坚,梁欣敏","总经理,执行董事,监事"
雲南銅業,中国铜业有限公司,"云南冶金集团股份有限公司,高行芳,彭捍东,胡忠卫,田释龙,张豫中","执行董事兼总经理,监事"
柳州鋼鐵,广西壮族自治区人民政府国有资产监督管理委员会,"潘世庆,甘贵平,刘红新,刘旭,施沛润,韦宁,吴卫南,董峻,李德云,覃进炎,文宝华,刘善金,汤振宏,汤振宏,冯军","董事长,副董事长,董事,董事,董事,董事,董事,监事,监事,监事"
中石化煉化工程(,中国石化集团资产经营管理有限公司,"中国石油化工集团公司,孙丽丽,许照中,叶政,蒋德军,金涌,吴文信,俞仁明,朱斐,吴吉波,顾祥柏,韩海波","董事长,副董事长,独立董事,独立董事,经理,董事,董事,董事,董事,监事会主席,监事"
中國國旅,广州市福瑞经济发展有限公司,"上海恒通工业原料有限公司,辽宁嘉顿投资有限公司,成都汉森商务有限公司,蓝沙,周宣,蓝海,周磊,匡向军,蓝海,梁苹,郑玮清,朱亚东,蒋晓伟","董事长,总经理,董事,董事,监事"
浪潮電子信息產業,北京算通科技发展有限公司,"山东金达实业有限公司,王恩东,彭震,王爱国,王培志,吴龙,袁安军,陈彬,宋晓锋,舒建旺,张喜山,张喜山,沈红,赵瑞东","董事长,董事兼总经理,董事,董事,董事,董事,监事长,监事,监事"
重慶建工,南京中爱食品有限公司,"李磊,李磊,许兴江","执行董事,总经理,监事"
河北建設,河北省人民政府国有资产监督管理委员会,"李连平,刘铮,成英谦,王津生,杨洪池,黄玉刚,胡占琪,李国良,马中军,舒骅,肖刚","董事长,总经理,副董事长,董事,董事,监事,监事,监事,监事,监事"
康佳,刘凤喜,"周彬,邓春华,李峥,孙盛典,王曙光,姚威,蔡伟斌,李君,杨国彬,常东,常东,曹士平,曹士平,吕剑,吕剑,曹士平,穆刚,朱忠庆,穆刚","董事长,总经理,董事,董事,董事,董事,董事,董事,监事,监事,监事"
甘肅酒鋼,酒泉钢铁(集团)有限责任公司,"张正展,孙山,陈平,郭继荣,李闯,马鼎斌,聂兴凯,田飚鹏,赵浩洁,高凯,葛树海,秦俊山","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
上海華誼,上海华谊集团股份有限公司,"顾卫忠,曹智龙,冯晖,章觉刚,郑必军,何凤萍,王文西,谢丽,倪群华,李耀东","董事长,董事,董事,董事,董事,监事,监事,监事"
中國船舶重工,中国船舶集团有限公司,"雷凡培,孙波,董学博,耿雷,吴太石,张良,张英岱,刘顺达,陈高,黄彪","董事长,总经理,董事,董事,董事,董事,董事,董事,监事会主席,监事,监事"
徐工,徐州市人民政府国有资产监督管理委员会,"江苏省财政厅,邱成,孙雷,韩冰,邵丹蕾,盛廷建,徐天宁,胡玉美,宋磊,汪晓雪,吴琪,赵斌,黄源,杨润新,杨尚福,赵重生,张学民,刘平华,顾正龙,林智,马乃庆","董事长,总经理,董事,董事,董事,董事,监事,监事,监事,监事"
國機汽車,延锋汽车饰件系统有限公司,"张海涛,贾健旭,陈原,龚巍,毛维俭,王虹,何叶峰","董事长,总经理,董事,董事,董事,董事,监事"
龍光地產控股,龍光地產控股,None,None
上海銀行,金煜,"胡友联,陈戍源,甘湘南,龚方雄,管涛,郭锡志,黄旭斌,孔旭洪,李朝坤,刘艺,汤建庭,陈祥兵,戴均超,夏璠,沈文玉,杨博文,王杨,吴倩,陈巍巍","董事长,副董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
老鳳祥,石力华,"杨奕,陈智海,黄骅,李军,马民良,沈顺辉,张其秀,朱黎庭,曹东明","董事长,副董事长,董事,董事,董事,董事,董事,董事,董事,监事"
東方海外(國際),白永梅,"汤均匀,白永梅,汤均匀","总经理,监事"
華潤燃氣控股,華潤燃氣控股,None,None
歐菲光,赵伟,"蔡高校,蔡元庆,陈俊发,关赛新,黄丽辉,李水平,马敬仁,张汉斌,海江,陈洪波","总经理,董事长,董事,董事,董事,董事,董事,董事,董事,董事,监事"
大昌行,李德华,"李永勤,李晨迪,梁伟涛,罗玉,罗玉,彭云云,彭云云,彭云云,彭云云,陈亚清,彭云云","董事长,董事兼总经理,董事,监事"
天音通信控股,中国华建投资控股有限公司,"深圳市鼎鹏投资有限公司,黄绍文,刘彦,林建宏,陈玉明,罗颖琳,王汉华,吴强,肖幼美,熊明华,张黎","董事长,总经理,副董事长,董事,董事,董事,董事,董事,董事,董事"
旭輝控股,袁争,"徐凤武,邓祖东,昆明六鑫房地产经纪有限公司",
廣州白雲山醫藥,广州医药集团有限公司,"李楚源,吴长海,程宁,陈矛,储小平,房书亭,黄龙德,刘菊妍,倪依东,邱鸿钟,杨燕忠,黄庆超,王健松,林辉,黄海文","董事长,董事兼总经理,副董事长,副董事长,董事,董事,董事,董事,董事,董事"
廣東海大,广州市海灏投资有限公司,"薛华,桂建芳,何建国,刘运国,程琦,许英灼,齐振雄,穆永芳,王华,陈华昭,杨建涛,钱雪桥,江谢武,陈明忠","总经理,董事长,董事,独立董事,独立董事,独立董事,董事,董事,监事会主席,监事,监事"
龐大汽貿,庞庆华,"杨家庆,郭文义,王玉生,杨晓光,裴文会,贺立新,贺静云,李绍艳,李新民,黄继宏,陈东升,廖朝晖,林伟,刘湘华,刘娅,李元,马骧,王都,武成,李树功,解广振,李振青,陈建生,宁志伟,张向来,高语柱,刘朝岭,张志伟,李东辉","董事长,董事,董事,董事,董事,董事,董事,董事,董事,董事"
桐昆,陈士良,"许金祥,陈蕾,陈士南,陈智敏,刘可新,潘煜双,沈培兴,王秀华,钟玉庆","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
遠洋,中国远洋海运集团有限公司,"万敏,许立荣,叶红军","总经理,执行董事,监事"
渤海租賃,渤海租赁股份有限公司,"许志伟,侯丹璐,白晓宇,刘正伟,潘宁,杨滋兰","董事长,总经理,董事,董事,监事,监事"
金科地產,黄红云,"深圳市平安创新资本投资有限公司,深圳市君丰渝地投资合伙企业(有限合伙),红星家具集团有限公司,无锡润泰投资有限公司,周达,王洪飞,胡耘通,王文,朱宁,刘静,杨程钧,杨柳,刘忠海,梁忠太,李华","董事长,副董事长,职工代表董事,独立董事,独立董事,独立董事,董事,董事兼经理,董事,监事会主席,监事"
北汽福田汽車,巩月琼,"师建华,王文伟,王珠林,谢玮,常瑞,陈青山,孙彦臣,王文健,张建勇,刘茂山,巩海东,刘刚,秦志东,王术海,方宜士,张济民,柏争先,李自强,韩昊","董事长,独立董事,独立董事,独立董事,独立董事,董事,董事,董事,董事,董事"
深圳市飛馬國際供應鏈,赵力宾,"李红顺,李建雄,彭钦文,王雪,李佳纭,罗利,张彦,张小峰,黄壮勉,黄固喜","总经理,董事长,董事,董事,董事,董事,监事,监事,监事"
國投電力控股,国家开发投资集团有限公司,"朱基伟,罗绍香,曾鸣,余应敏,高海,许军利,张文平,张元领,詹平原,曲立新,谭培东,谭培东,黄昭沪,朱基伟","董事长,副董事长,独立董事,独立董事,董事,董事,董事,董事,董事,监事会主席"
中國東方,全国社会保障基金理事会,"吴跃,张子艾,邱东,陈建雄,林雅献,邵诗利,辛学东,李欣,耿建云,王光远,黎蜀宁,杨晓冉,印建民,李孝辉,杨智刚,贾海峰,刘照,黄鹤,辛林花,苏宁","董事长,经理,副董事长,独立董事,董事,董事,董事,董事,监事会主席,监事,监事"
浙江海亮,朱张泉,"陈东,陈淑翠,邓川,范顺科,蒋利民,金刚,刘国健,钱自强,胡世华","总经理,董事长,董事,董事,董事,董事,董事,董事,董事,董事,监事"
新興鑄管,新兴际华集团有限公司,"张同波,何齐书,陈伯施,黄孟魁,王力,王忠诚,温平,薛振宇,闫华红,葛鹏辉,张宏鹏,施超超,古超,孙弘,史亚波,张森,王学柱,高玉光,刘冲,吴延洲","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
江蘇中南建設,大连钢铁集团有限责任公司,"吉林炭素股份有限公司,瓦房店轴承集团有限责任公司,吉林铁合金集团有限责任公司,陈锦石,陈锦石,柏利忠,曹益堂,陈昱含,黄峰,华志伟,胡红卫,石军,唐晓东","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
宜賓五糧液,四川省宜宾五粮液酒厂,"曾从钦,邹涛,干胜道,蒋琳,蒋文格,郎定常,李曙光,吴越,谢志华,许波","董事长,副董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
四川路橋建設,四川公路桥梁建设集团有限公司,"四川贵通建设集团有限公司,四川嘉陵资产经营管理有限责任公司,熊国斌,甘洪,曹麒麟,郭祥辉,李光金,李琳,杨如刚,严志明,赵泽松,赵志鹏,吕春,江成明,江成明,刘勇,刘志刚,许世辉","董事长,董事,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
中國鐵路通信信號,中国铁路通信信号集团有限公司,"中国国新控股有限责任公司,中国诚通控股集团有限公司,中国机械工业集团有限公司,中金佳成投资管理有限公司,周志亮,徐宗祥,陈嘉强,陈津恩,王嘉杰,姚桂清,徐宗祥,杨永胜,孔宁,陈世奎,马红林,肖勇,邰建民,金鹏,金鹏,神凤敏,靳启飞,神凤敏,金广宏,万宝华","董事长,总经理,独立董事,独立董事,独立董事,独立董事,董事,董事,监事会主席,监事"
北京首都開發,北京华澳房产有限公司,"海南宝华实业股份有限公司,京华房产有限公司,北京宝信实业发展公司,北京市房屋建筑设计院,北京宝华饭店,李岩,白涛,秦虹,邱晓华,孙茂竹,蒋翔宇,李灏,潘文,阮庆革,王立川,苍柏,毕晔,周飚,巴峥嵘,周兵","董事长,独立董事,独立董事,独立董事,独立董事,董事,董事,董事,董事,董事"
特變電工,新疆维吾尔自治区投资公司,"北京清华大学企业集团,昌吉市特种变压器厂,刘杰,叶军,雷霆,敬忠,黄汉杰,张建新,何雪燕,贾飞,刘雪原,汪滢,银波,胡义康,焦海华,李婧,张建新,张建新","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
雲南錫業,云南省人民政府国有资产监督管理委员会,"昆明和泽投资中心(有限合伙),云南国资国企改革壹号股权投资基金合伙企业(有限合伙),云南省财政厅,张涛,程睿涵,杨奕敏,舒翔,汤发,姚家立,朱绍武,单治光,高红,李林,李霞,陈学元,王彦坤,姚建伟,贺元贵,朱增锡,卢钢,张戈青,贺元贵,韩尚林","董事长,副董事长,总经理,副董事长,董事,董事,董事,董事,监事,监事,监事"
中國核能電力,中国远洋运输有限公司,"中国长江三峡集团有限公司,中国核工业集团有限公司,航天投资控股有限公司,卢铁忠,马明泽,白萍,黄宪培,马恒儒,王岭,周世平,车大水,杜运斌,关杰林","董事长,总经理,董事,独立董事,独立董事,独立董事,独立董事,独立董事,董事,董事,董事"
浙商銀行,浙商銀行,None,None
江蘇匯鴻國際,刘锦铎,"储建元,冯金芳,刘玉璋,高桐熙,陈述,杨青峰,丁宏,姜辉,李结祥,马野青,孙苹,王延龙,叶炳华,常占营,柳红","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
安徽水利開發,安徽建工集团股份有限公司,"工银金融资产投资有限公司,张晓林,赵作平,程鹏,戴树明,丁子,杨海飞,朱金蓉,朱乐华,许丽,王延刚,沈荣建,马声刚,陈浩,程佐,沈荣建,朱文锋,朱文锋,洪荣根,程跃","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,监事"
中國金茂控股,中國金茂控股,None,None
佳兆業,李海鸣,"李海鸣,刘立好,罗洋,胡志华,廖传强,张卫卫,廖传强","董事长,总经理,副董事长,董事,监事"
深圳市海王生物工程,张思民,"刘占军,张锋,车汉澍,谷杨,刘来平,沈大凯,章卫东,赵文梁,董靖,李荃华,张维钊,何晓东,金羽翔","董事长,副董事长,副董事长,总经理,董事,董事,董事,董事,董事,董事,监事"
中儲發展,中国物资储运集团有限公司,"梁伟华,赵晓宏,王天兵,董中浪,高冠江,刘文湖,李大伟,刘起正,李勇昭,马一德,宋兵,董艳民,戴庆富,杨丰磊,伍思球,冯军,戴庆富,王超,吴方轲,吴华峰","董事长,总经理,董事,副董事长,独立董事,独立董事,独立董事,董事,董事,董事,董事"
山煤國際能源,吉化集团公司,"吉林市城信房地产开发公司,上海华理远大技术有限公司,宁波市富盾制式服装有限公司,王为民,梁建光,苏新强,陈凯,兰海奎,李端生,李玉敏,马凌云,孙水泉,王宝英,宋国忠,刘奇,牛秀清,武海军","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,董事"
瑞茂通供應鏈管理,李群立,"路明多,李富根,王兴运,章显明,周宇,耿红梅,刘春燕,刘选智","董事长,董事兼总经理,董事,董事,董事,董事,监事长,监事,监事"
上海國際港務,上海市国有资产监督管理委员会,"上海同盛投资(集团)有限公司,上海国有资产经营有限公司,顾金山,严俊,白景涛,李轶梵,曲林迟,邵瑞庆,王尔璋,王海民,张建卫,郑少平,柳长满,薄海虎,胡弘,赵伟,董宝林,骆俊,陈雪兵,姜海涛,俞文激,任胜华","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,董事"
內蒙古伊泰煤炭,内蒙古伊泰集团有限公司,"张晶泉,杜莹芬,葛耀勇,黄速建,黄显荣,刘春林,刘剑,吕贵良,吕俊杰,许景荣,张迎光,张迎光,张新平,张海峰,苏渊,韩超,刘飞翔,汪志军,汪志军","董事长,董事,董事,董事,董事,董事,董事,董事,经理,董事,董事"
中國正通汽車服務控股,中國正通汽車服務控股,None,None
上海隧道工程,上海隧道工程股份有限公司,"李波,裴烈烽,冯凯,何拥军,田军,吴亚芳,袁继康,张国屏,刘凤华,凌宇峰,余志松,郭亮,陈思慧,秦立祥,刘凤华,朱秀,龚卫,朱秀","董事长,总经理,董事,董事,董事,董事,监事,监事,监事"
中信證券,中信证券股份有限公司,"张佑君,方浩,张东骏","董事长,董事兼总经理,董事,监事"
江蘇國泰國際,江苏国泰国际集团有限公司,"王永成,金建明,郭盛虎,张子燕,陈晓东,才东升,蔡建民,顾春浩,金志江,雷敬华,孙涛,王晓斌,张健","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
