company_name_1,company_name_2,person_name,position
永泰能源,窦红平,"常胜秋,徐培忠,王军,王文利,邢红梅,赵引贵,崔海良,王忠坤,曹体伦,杨明才,窦红平,时均宇,赵裕河,胡勇","董事兼总经理,副董事长,副董事长,董事,董事,董事,董事,监事,监事,-"
中芯國際積體電路製造,中芯國際積體電路製造,None,None
上海梅林正廣和,上海梅林正廣和,None,None
江蘇國信,江蘇國信,None,None
金融街控股,北京金融街建设集团,"普通股,高靓,杨扬,张巍,朱岩,白力,吕洪斌,王开国,杨小舟,赵鹏,栗谦,盛华平,盛华平,刘世春","董事长,副董事长,独立董事,独立董事,董事,经理,董事,董事,董事,董事,监事会主席"
江西正邦科技,江西永联投资有限公司,"正邦集团有限公司,林峰,程凡贵,黄新建,李汉国,刘道君,黄建军,吴佑发,邹富兴,徐龙,高勇,徐龙,彭琳,赖斌,谭文明,徐龙,姚志锋,杨剑,徐新俭","董事长,董事,董事,董事,董事,监事,监事,监事"
隆基綠能科技,李振国等,"钟宝申,李振国,白忠学,郭菊娥,李寿双,刘学文,田高良,胥大鹏,张茹敏,贺婧","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
中海油田服務,中国海洋石油总公司,"赵顺强,方中,林伯强,齐美胜,王桂壎,徐玉高,赵宝顺,彭文,程新生,赵璧,刘宝元,汪福京,谢银球,许伯宏,陈海峰,赵文,郝振山,刘俊彦","总经理,董事长,董事,董事,董事,董事,董事,董事,监事会主席,监事,监事"
納思達,庞江华,"赵宏林,黄文礼,吕勃,朱新峰,汪东颖,严伟,唐天云,谢石松,邹雪城,李尧,庞江华,汪栋杰,王彥国,曾阳云","董事长,总经理,董事,独立董事,独立董事,独立董事,董事,董事,董事,董事,监事会主席"
寧波舟山港,宁波港集团有限公司,"全国社会保障基金理事会,中信港口投资有限公司,宁波宁兴(集团)有限公司,宁波交通投资控股有限公司,宁波开发投资集团有限公司,宁波城建投资控股有限公司,毛剑宏,宫黎明,陈志昂,冯博,江涛,金星,吕靖,盛永校,石焕挺,许永斌,张红波,邬晓强,张红波,阮立新,龚世杰,龚世杰,张红波,陆俊成","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
陽煤化工,陽煤化工,None,None
山東太陽紙業,山東太陽紙業,None,None
雲南鋁業,云南冶金集团股份有限公司,"张正基,路增进,许峰,鲍卉芳,陈德斌,丁吉林,焦云,施哲,汪涛,杨继伟,杨光德,李永平,刘永强,赵江,符广怡,张继孔","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,董事"
跨境通寶電子商務,杨建新,"樊梅花,山西睿景企业管理服务有限公司,山西明昌企业管理咨询有限公司,山西恒慧商务服务有限公司,山西诺邦商务服务有限公司,李勇,贾润苹,籍鹏龙,孙俊英,苏长玲,王成斌,徐佳东,张红霞,郑挺颖,高丽,贾润苹","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
中國中材國際工程,南京彤天科技实业有限责任公司,"北京联天科技发展有限责任公司,刘燕,印志松,傅金光,蒋中文,焦点,夏之云,余明清,张晓燕,周小明,胡金玉,夏之云,何小龙,王军,王军,施连章,夏之云,王军,夏之云","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
冀中能源,河北省人民政府国有资产监督管理委员会,"郝竹山,苏科舜,李军辉,刘万义,王竹民,温建国,贾寅明,晋记川,眭树品,张洪庆,肖明建,刘建功,王务平","董事长,副董事长,总经理,董事,董事,董事,董事,监事,监事,监事,监事"
海越能源,海越能源,None,None
魯西化工,魯西化工,None,None
山東恆邦冶煉,山東恆邦冶煉,None,None
杭州濱江房產,戚金兴,"朱慧明,贾生华,李渊,莫建华,王曙光,汪祥耀,陈国灵,薛蓓蕾,赵军,王赞煜","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
光明乳業,上海牛奶(集团)有限公司,"东方希望集团有限公司,濮韶华,罗海,刘向东,李新建,毛惠刚,************贞,金建山,周文,周蕴喆,谢朋军,孙杰,马宝财,陆耀华,陆耀华,刘振民,陆耀华,何国波,陆骏飞,牛慎","董事长,董事兼总经理,董事,董事,董事,董事,监事,监事,监事"
申洲國際,海岸时代控股有限公司,"北京世纪海岸资本有限公司,肖江,蒋成坤","执行董事,经理,监事"
中國生物製藥,中國生物製藥,None,None
達利食品,達利食品,None,None
凌源鋼鐵,凌源钢铁集团有限责任公司,"文广,马育民,冯亚军,黄成仁,李占东,石育斌,孙浩,张君婷,张先治,张海明,苏辉,苏辉,苏辉,苏辉,李庆文,李庆文,苏辉,苏辉,苏辉","董事长,副董事长兼经理,董事,董事,董事,董事,董事,董事,董事,监事会主席"
北控水務,贵阳水务集团有限公司,"夏富军,李祥,李再强,石伟,杨小全,于立国,余美琴,邓启斌,梁莉,谢文","董事长,董事,董事,董事,董事,董事,董事,监事,监事,监事"
上海世茂,许荣茂,"吴凌华,高聪,李大沛,史慧珠,吴泗宗,许世坛,徐士英,许薇薇,董静","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
廣州農村商業銀行,自然人等,"蔡建,易雪飞,杜金岷,廖文义,马学铭,张华,冯凯芸,冯耀良,赖志光,朱科,黄子金,董洪峰,孙文,黄莉,林冬,薛海光,许小董,邓哲勇,王实成","董事长,副董事长兼经理,独立董事,独立董事,独立董事,独立董事,独立董事,董事,董事,董事"
中國金屬資源利用,中國金屬資源利用,None,None
上海錦江國際酒店,张晓强,"ZHAO JOHN HUAN,陈礼明,马名驹,孙持平,谢荣兴,张伏波,张晖明,周维,朱虔,陈礼明,沈莉,孙建平,赵智炜,虞瑜,宋兴才,肖波,蒋伟钧,昝琳,贺立迅","董事长,董事,董事,董事,董事,董事,董事,董事,董事,董事"
中國旭陽,中國旭陽,None,None
保利協鑫能源控股,保利協鑫能源控股,None,None
恆安國際,恆安國際,None,None
光明房地產,沈宏泽,"郭强,史剑梅,吴通红,邢秀燕,杨国平,朱凯,黄超,季新峰,罗杰","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
浙江英特,姜巨舫,"应徐颉,陈昊,郭俊煜,黄英,杨永军,叶秀昭,张建明,郑春燕,樊晓卿","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
開灤能源化工,开滦(集团)有限责任公司,"上海宝钢国际经济贸易有限公司,西南交通大学,中国华融资产管理公司,刘宝珠,彭余生,房承宣,伏军,梁俊娇,李凤明,孙士强,杨喜民,张永军,曹英军,梁希峰,赵国宏","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
欣旺達電子,欣旺達電子,None,None
傳化智聯,徐冠巨,"徐观宝,陈坚,陈劲,何圣东,吴建华,辛金国,周家海,朱江英,陈捷,王浩然,秦林生,王浩然,王浩然,王浩然,王浩然","董事长,副董事长,董事,董事,董事,董事,董事,董事,董事,监事"
重慶小康工業,重慶小康工業,None,None
福耀玻璃工業,福建省耀华工业村开发有限公司,"曹德旺,叶舒,曹晖,陈向明,刘京,屈文洲,吴世农,张洁雯,************贞,白照华,曹宗华,林武,陈广珠,何世强,曹德旺","董事长,总经理,董事,副董事长,董事,董事,董事,董事,董事,董事,监事"
山東南山鋁業,山東南山鋁業,None,None
龍元建設,龍元建設,None,None
唐山三友化工,唐山三友碱业(集团)有限公司,"唐山三友集团有限公司,西藏自治区投资有限公司,王春生,王铁英,毕经喜,陈爱珍,陈胜华,邓文胜,董维成,李建渊,李瑞新,马连明,张宝祥,张体良,辛兵","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
平頂山天安煤業,平顶山煤业(集团)有限责任公司,"平顶山制革厂,潘树启,王新义,陈岱松,陈金伟,陈缨,姜涟,康国峰,李延河,卢义玉,涂兴子,杨睿,王新义,王全军,朱永亮,张晋京,王朝安,郭明生,赵广州,王有增,肖珷","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
中航沈飛,中航沈飛,None,None
新疆八一鋼鐵,中国宝武钢铁集团有限公司,"新疆投资发展（集团）有限责任公司,工银金融资产投资有限公司,中银金融资产投资有限公司,农银金融资产投资有限公司,交银金融资产投资有限公司,建信金融资产投资有限公司,新疆维吾尔自治区融资担保有限责任公司,吴彬,柯善良,陈海涛,冯义,华爱军,裴娜颖,王健,姚林龙,张铁华,方蕾,贾绪斌,陈军,杨卫兵,朱晓华,李川阳","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
深圳市中金嶺南有色金屬,王碧安,"张木毅,洪叶荣,黄俊辉,黎锦坤,刘放来,罗绍德,唐毅,王伟东,何利玲,伏志宏,罗付兴,罗泽华,吴涛,郑耀明,赖洪光,钟勇,田志刚","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
廣深鐵路,武勇,"胡酃酃,郭继明,胡丹,马时亨,邱自龙,汤小凡,张哲,周尚德,陈少宏,邹旻春,王国东,何益文,吴朝晖,蒋运华,龙建霞,卢华德,付强,邹旻春,高歌","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事"
蘇州東山精密製造,蘇州東山精密製造,None,None
保利置業,万宇清,"龚健,郭建全,李广成,王健,崔久衡,陆彦,雪明,雪明","董事长,董事,董事,董事,董事,监事"
寶龍地產控股,寶龍地產控股,None,None
廈門鎢業,廈門鎢業,None,None
康美藥業,康美藥業,None,None
河南豫光金鉛,河南豫光金铅集团有限责任公司,"中国黄金集团公司,济源市财务开发公司,河南省济源市金翔铅盐有限公司,天水荣昌工贸有限责任公司,杨安国,李新战,任文艺,陈荣良,孔祥征,吕文栋,张小国,郑登津,郑远民,李文利,王二波,姚延伟,栗乃瑞,张中明,闫乃青,周东风,张中明,宋爱国,赵乐中,赵艳珍","董事长,董事兼总经理,副董事长,董事,董事,董事,董事,董事,董事,监事会主席"
北京大北農科技,北京大北農科技,None,None
中華企業,李钟,"王政,蔡顺明,邵瑞庆,史剑梅,夏凌,严明勇,黄俊,沈磊,唐喆,陈燕敏","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
遼寧成大,尚书志,"葛郁,冯科,赫英南,刘继虎,瞿东波,谢德仁,徐飚,张善伟,于占洋,王广满,张志范,白秋林,葛郁,白秋林,王燕,白秋林,葛郁,彭宝连","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事会主席"
海峽石油化工控股,海峽石油化工控股,None,None
天津泰達,天津市人民政府国有资产监督管理委员会,"天津市财政投资管理中心,天津市国有资产经营有限责任公司,王志勇,曹群,刘荣,卢力平,马长虹,王星炜,翟欣翔,张建强,周立,张书忱","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事会主席"
中船海洋與防務裝備,中船海洋與防務裝備,None,None
天虹紡織,杜东超,"仝响,程琳,周霞,柯芳萍","董事长,总经理,董事,董事,监事"
天虹商場,天虹数科商业股份有限公司,"高书林,贺曼曼,万颖,张志标,宋瑶明,王磊,王磊","董事长,总经理,董事,董事,监事"
海瀾之家,海瀾之家,None,None
浙江龍盛,阮伟祥,"阮兴祥,陈显明,贡晗,卢邦义,徐金发,姚建芳,赵刚,周征南,李霞萍,何旭斌,项志峰,贡晗","董事长兼总经理,副董事长,董事,董事,董事,董事,董事,董事,董事,监事"
雲南馳宏鋅鍺,雲南馳宏鋅鍺,None,None
中建西部建設,中建西部建设股份有限公司,"李波,袁雪云,陈刚,申超,李冠英,商卫军","执行董事,监事,经理"
河南神火煤電,河南神火集团有限公司,"永城市皇沟酒业集团总公司,永城市化学工业有限责任公司,永城市纸业有限责任公司,李宏伟,李仲远,崔建友,李炜,谷秀娟,黄国良,马萍,文献军,徐学锋,张伟,张格强,翟俊峰,万占永,陈成宇,赵先亮,洪志国","董事长,总经理,副董事长,副董事长,董事,董事,董事,董事,董事,董事"
人福醫藥,人福醫藥,None,None
中國國際金融,中國國際金融,None,None
深圳能源,王平洋,"李英峰,黄历新,房向东,李明,李平,刘东东,马彦钊,王琮,陈学顺,朱颖,付刚,王成,朱颖,牟志才,卢连成,朱颖","董事长,总经理,董事,副董事长,董事,董事,董事,董事,董事,董事,监事"
搜於特,搜於特,None,None
步步高商業連鎖,步步高商業連鎖,None,None
江蘇東方盛虹,缪汉根,"计高雄,罗玉坤,邱海荣,袁建新,张颂勋,张祥建,陈建,冯琴,李维,徐力,倪根元,蔡建忠","董事长兼总经理,副董事长,董事,董事,董事,董事,董事,监事,监事,监事"
華電福新能源,华电福新能源有限公司,"黄少雄,侯军虎,杜将武,杨明,邵福生,王大陆,何光宏,周卫东,顾金芳,蒋晓明,巴希,刘强,洪顺荣,仇甜根","董事长,董事兼总经理,董事,董事,监事"
廈門金龍汽車,廈門金龍汽車,None,None
中天金融,中天金融,None,None
瑞聲科技控股,瑞聲科技控股,None,None
宜賓天原,宜賓天原,None,None
廣西柳工機械,曾光安,"黄海波,陈雪萍,韩立岩,何世纪,黄敏,李嘉明,苏子孟,王洪杰,俞传芬,王恰恰,徐永飞,龙凤斌,钟伟雄,黄柱,赖增灿,杜丹,周建敏,张建国","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
天士力醫藥,闫凯境,"苏晶,蒋晓萌,孙鹤,郭云沛,刘昕,田昆如,吴迺峰,朱永宏,叶正良,王宝艺","董事长,总经理,董事,副董事长,副董事长,独立董事,独立董事,独立董事,董事,董事,监事会主席"
嘉事堂藥業,中国青年实业发展总公司,"新产业投资股份有限公司,北京超市发国有资产经营公司,李朝晖,白石峰,续文利,吴剑,徐永光,张晓崧,蔡卫东,陈昌宏,孙建新,王新侠,许帅,张丽君,俞震卿,邢国忠,俞震卿,邢国忠,俞震卿,俞震卿,俞震卿,俞震卿,邢国忠,俞震卿","董事长,独立董事,独立董事,独立董事,董事,董事,董事,董事,经理,董事,监事会主席"
木林森,孙清焕,"中山市榄芯实业投资有限公司,易亚男,赖爱梅,林文彩,陈国尧,唐国庆,张红,林玉陕,林秋凤,刘天明,赖爱梅,李冠群,易亚男,郑明波,魏玉红,罗燕","独立董事,独立董事,独立董事,监事会主席,监事,职工监事,监事,监事,副总经理,副总经理,其他人员,副总经理,其他人员,副总经理,其他人员"
漢能薄膜發電,汉能薄膜发电应用集团有限公司,"云南汉能光伏发电有限公司,张燕鹏,王燕","执行董事兼总经理,监事"
天地科技,煤炭科学研究总院,"兖矿集团有限公司,大屯煤电(集团)有限责任公司,胡善亭,肖宝贵,丁日佳,孙建科,肖明,范宝营,刘建军,赵寿森,赵玉坤,郑友毅,张彦禄,康红普,雷煌,康红普,康红普,邢庆贵,张世洪,黄乐亭","董事长,总经理,独立董事,独立董事,独立董事,董事,董事,董事,董事,董事"
青海鹽湖工業,青海鹽湖工業,None,None
北京北辰實業,北京北辰实业集团有限责任公司,"李伟东,陈德球,甘培忠,周永健,陈德启,郭川,李云,张文雷,李雪梅,杜艳,魏明乾,王荣材,冷融,崔福水,魏明乾,梁永红,刘铁林,王荣材,翟丹青,陈晓炜","董事长,独立董事,独立董事,独立董事,董事,董事,经理,董事,董事,监事会主席,监事"
湖北興發化工,宜昌兴发集团有限责任公司,"兴山县水电专业公司,宜昌市夷陵国有资产经营有限公司,李国璋,舒龙,曹先军,程亚利,崔大桥,胡坤裔,蒋春黔,李钟华,缪向水,王杰,江元明,杨美洪,吴广,刘勇,吴广,韩定斌,向勇,向勇,明航,郑传云","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
中駿,郑晓乐,库卫红,"执行董事,总经理,监事"
石藥,上海医药集团股份有限公司,"沈波,杨弘,张聪,凌文婕,吴燕,陈莉萍,王卫斌,金月仙,杨弘,张雪,孙帆,葛启业,厉震华,丁建弥","董事长,副董事长,董事,监事"
武漢武商,武汉国有资产经营公司,"中国人民保险公司湖北省分公司,武汉证券有限责任公司,陈军,秦琴,陈昌义,洪小燕,陆向民,唐建新,吴可,徐潘华,徐萍,岳琴舫,肖海燕,杨纯,骆菲,贾国启,黄芳慧,杨纯,钟子钦,龙启贵,刘聪,吴秋云","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
中糧生物化學,中粮生物科技股份有限公司,"张德国,邓衍宏,卢久灵,张电元,郑一龙,于洁","董事长,董事兼总经理,董事,董事,董事,监事"
齊合環保,姚杰天,,监事
中國山水水泥,中國山水水泥,None,None
中通快遞,赖梅松,"赖建法,王吉雷,胡向亮,张顺昌,商学兵,蓝柏喜,孟峰,上海中通吉速递服务有限公司,徐洪军,赖梅松,赖建法,胡向亮,金任群,赖建昌,蓝柏喜,刘星,王吉雷,魏臻,吴亦兵,俞立,俞立,黄水根,俞立,俞立,何林,高山,陈宝红,俞立,俞立","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,董事"
中糧屯河糖業,中糧屯河糖業,None,None
遠東智慧能源,青海省创业（集团）有限公司,"中国宝安集团股份有限公司,中国科学院西北高原生物研究所,广州白云山制药股份有限公司,蒋锡培,蒋华君,陈冬华,陈静,蒋承志,郎华,武建东,杨朝军,张希兰,顾国栋","董事长,副董事长,董事,董事,董事,董事,董事,董事,董事,监事"
江蘇恆瑞醫藥,连云港恒瑞集团有限公司,"连云港康缘医药商业有限公司,江苏康缘药业股份有限公司,孙飘扬,戴洪斌,董家鸿,郭丛照,孙杰平,王迁,薛爽,张连山,董伟,李佩晨,李劲松,蒋新华,蔡勇,蒋新华,孙飘扬","董事长,董事,董事,董事,董事,董事,董事,董事,监事,监事"
蘇州勝利精密製造科技,高玉根,"徐家进,陈延良,陈晓明,包燕青,苏州国嘉创业投资有限公司,苏州恒融创业投资有限公司,苏州工业园区友丰创业投资有限公司,苏州元风创业投资有限公司,高玉根,黄辉,刘劲波,徐洋,杨金元,张雪芬,刘龙宇,沈军,张利娟","董事长兼总经理,董事,董事,董事,董事,董事,监事,监事,监事"
億利潔能,王文彪,"王钟涛,李星国,王进,王瑞丰,尹成国,章良忠,杜美厚,张炜,赵美树,王治峰,孟伊拉图,魏强,潘玉芳,潘玉芳","董事长,董事兼总经理,董事,董事,董事,董事,董事,监事会主席,监事,监事"
聞泰科技,张学政,"高岩,王艳辉,肖建华,张秋红,刘海兰,闻延琴,肖学兵","董事长,董事,董事,董事,董事,监事,监事,监事"
方大特鋼科技,江西汽车板簧有限公司,"江铃汽车集团公司,广州市天高有限公司,江西信江实业有限公司,江西省进口汽车配件有限公司,徐志新,常健,敖新华,戴新民,郭相岑,黄智华,李红卫,李晓慧,邱亚鹏,侍乐媛,周潇,王浩","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,董事"
深圳市德賽電池科技,刘其,"何文彬,何文彬,姜捷,李兵兵,李晗,宋文吉,吴礼崇,吴黎明,杨志超","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事"
新湖中寶,林俊波,"赵伟卿,蔡家楣,陈淑翠,黄芳,薛安克,徐晓东,叶正猛,黄立程,金雪军","董事长,总经理,董事,董事,董事,董事,董事,董事,监事,监事"
貴研鉑業,云南锡业集团(控股)有限责任公司,,
杭州銀行,杭州士兰创业投资有限公司,"陈向明,刘健,王杰,汤晔,万丰锦源控股集团有限公司,浙江华日实业投资有限公司,精功集团有限公司,华立集团股份有限公司,浙江银杏谷投资有限公司",
佛山市海天調味食品,佛山市海天調味食品,None,None
申通快遞,申通快递股份有限公司,"陈德军,陈德军,韩永彦,申屠军升,王文彬,顾利娟,金建云,王超群,马伟,陈德明,陈德明,陈德明,陈德明,陈德明,陈德明,陈德明,陈德明,陈德明","董事长,董事兼总经理,董事,董事,董事,监事,监事,监事"
廣州視源電子科技,黄正聪,"王毅然,孙永辉,广州视迅投资管理有限公司,于伟,周开琪,尤天远,吴彩平,广州视欣投资管理有限公司,黎立勋,王毅然,王洋,黄继武,林斌,刘恒,黄正聪,杨铭,尤天远,于伟,林伟畴","董事长,董事兼总经理,独立董事,独立董事,独立董事,董事,董事,董事,董事,监事"
海底撈國際控股,海底撈國際控股,None,None
好未來教育,欣欣相融教育科技(北京)有限公司,"樊保荣,赵邯","经理,执行董事,监事"
湖北凱樂科技,荆州市科达商贸投资有限公司,"湖北长信投资有限责任公司,武汉华工创业投资有限责任公司,沈阳裕鹏实业投资有限责任公司,朱弟雄,段和平,韩平,黄忠兵,胡伟,胡振红,毛传金,马圣竣,王纪肖,王平","董事长,董事,董事,董事,董事,董事,董事,董事,董事,董事"
中國船舶工業,中国船舶集团有限公司,"雷凡培,杨金成,董强,陶素云,燕桦,张汝恩,赵小刚,钟坚,丁文强,郝建华,陈琪","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,监事,监事"
合力泰科技,合力泰科技股份有限公司,"农银金融资产投资有限公司,王永永,林仕希,宋旭东,温泰坤,郑剑芳,江业杭,文萍,朱辉雄,袁小平,文海芳,陈太勇,贾圣宝,郑国清,曾小利","总经理,董事长,董事,董事,董事,董事,监事会主席,监事,监事"
安徽輝隆農資,刘贵华,"程诚,程金华,董庆,马长安,文琼尧,姚迪,张华平,张璇,王中天,徐建钢","董事长兼总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事会主席"
中原銀行,窦荣兴,"************生,贾廷玉,李鸿昌,李乔成,李喜朋,李玉林,弭洪军,庞红,王炯,李超,李德骏,娄向果,蒋亚光,杨宇博,司文洁,谢蕾,余炳南,刘源宏,宋晓燕","董事长,董事,董事,董事,董事,董事,董事,董事,董事,董事"
東方國際創業,朱继东,"李捷,陈子雷,吕毅,史敏,唐晓岚,陶建宇,张荻,赵晓东,程莉,余斌,余斌,余斌,余斌,余斌,余斌,余斌,余斌,余斌,瞿元庆","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,董事,监事"
江蘇中利,王柏兴,"苏州元风创业投资有限公司,常熟市中聚投资管理有限公司,苏州国发创新资本投资有限公司,昆山市沪昆市场投资开发建设管理有限公司,王启文,王伟峰,陈延立,汇中天恒投资有限公司,李娟,王柏兴,王伟峰,陈波瀚,陈昆,迟梁,郭长兵,蒋悟真,马晓虹,周建新,李文嘉","董事长,副董事长,董事,董事,董事,董事,董事,董事,董事,监事"
信利國際,邱燕英,"邱燕英,胡延府","执行董事,总经理,监事"
中遠海運發展,中国海运（集团）总公司,"王大雄,刘冲,蔡洪平,黄坚,梁岩峰,陆建忠,邵瑞庆,徐辉,叶承智,张卫华","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,董事"
魏橋紡織,山东魏桥创业集团有限公司,"张士学,马桂霞,张波,齐兴礼,张士平,王晓芸,宋守军,李秀平,张红霞,陈树文,陈永祐,刘言昭,魏家坤,张敬雷,张艳红,赵素华,赵素文,王晓芸,魏家坤","董事长兼总经理,董事,董事,董事,董事,董事,董事,董事,董事,监事长"
北汽藍谷新能源科技,成都国营前锋无线电仪器厂,"刘宇,方建一,林雷,柳燕,杨实,代康伟,顾鑫,胡勇,冷炎,宋军","董事长,独立董事,独立董事,独立董事,独立董事,董事,董事,董事,董事,董事"
金凰珠寶,贾志宏,"唐永宝,黄泛,北京首创创业投资有限公司,孙路,赵彬,武汉竹叶山集团股份有限公司,贾志宏,唐晓鹏,王俊,徐正权,杨文,钱磊,陶晶,喻敏","董事长兼总经理,董事,董事,董事,董事,监事,监事,监事"
四川科倫藥業,刘革新,"潘慧,刘亚光,刘亚蜀,刘自伟,崔昆元,廖嵘,薛维刚,魏兵,梁隆,刘革新,刘思川,李越冬,潘慧,王广基,王晶翼,张涛,张腾文,郭云沛,万鹏,崔德修,袁成刚,胡燕英,吴小愚,杨松,廖国栋","董事长,董事兼总经理,董事,董事,董事,董事,董事,董事,监事,监事"
上海申達,上海申达股份有限公司,"陆志军,姚明华,刘叙洪","总经理,执行董事,监事"
供銷大集,供销大集集团股份有限公司,"杜小平,郝彦领,李仲煦,林晓赛,陈德辉","董事长兼总经理,董事,董事,监事"
玉柴國際,广西玉柴物流集团有限公司,"广西通纳汽车销售服务有限公司,陈旭南,陈启贤,欧波,何世英,丘柳川,廖林","董事,董事长,董事,董事,监事,监事,经理"
北京京能清潔能源電力,北京能源集团有限责任公司,"北京国有资本经营管理中心,北京升辉科技开发有限责任公司,北京国际电气工程有限责任公司,北京市热力集团有限责任公司,张凤阳,陈大宇,曹满胜,陈彦璁,高玉明,黄湘,李娟,任启贵,王邦宜,徐大平,李健,赵志刚,杨春风,李明辉,于晓良","董事长,总经理,董事,董事,董事,董事,董事,董事,董事,董事,董事"
